description;population;start_date;end_date;location;zones;annee_scolaire
Vacances de Noël;-;2024-12-21T00:00:00+01:00;2025-01-06T00:00:00+01:00;Grenoble;Zone A;2024-2025
Vacances de Noël;-;2024-12-21T00:00:00+01:00;2025-01-06T00:00:00+01:00;Nice;Zone B;2024-2025
Vacances d'Hiver;-;2025-02-22T00:00:00+01:00;2025-03-10T00:00:00+01:00;Bordeaux;Zone A;2024-2025
Vacances d'Hiver;-;2025-02-22T00:00:00+01:00;2025-03-10T00:00:00+01:00;Dijon;Zone A;2024-2025
Vacances d'Hiver;-;2025-02-15T00:00:00+01:00;2025-03-03T00:00:00+01:00;Créteil;Zone C;2024-2025
Vacances d'Hiver;-;2025-02-15T00:00:00+01:00;2025-03-03T00:00:00+01:00;Paris;Zone C;2024-2025
Vacances de Printemps;-;2025-04-19T00:00:00+02:00;2025-05-05T00:00:00+02:00;Limoges;Zone A;2024-2025
Vacances de Printemps;-;2025-04-19T00:00:00+02:00;2025-05-05T00:00:00+02:00;Lyon;Zone A;2024-2025
Vacances de Printemps;-;2025-04-05T00:00:00+02:00;2025-04-22T00:00:00+02:00;Nantes;Zone B;2024-2025
Vacances de Printemps;-;2025-04-12T00:00:00+02:00;2025-04-28T00:00:00+02:00;Toulouse;Zone C;2024-2025
Vacances de Printemps;-;2025-04-12T00:00:00+02:00;2025-04-28T00:00:00+02:00;Versailles;Zone C;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Bordeaux;Zone A;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Amiens;Zone B;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Nantes;Zone B;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Montpellier;Zone C;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Versailles;Zone C;2024-2025
Vacances d'Été;Enseignants;2025-07-05T00:00:00+02:00;2025-08-29T00:00:00+02:00;Clermont-Ferrand;Zone A;2024-2025
Vacances d'Été;Enseignants;2025-07-05T00:00:00+02:00;2025-08-29T00:00:00+02:00;Grenoble;Zone A;2024-2025
Vacances d'Été;Enseignants;2025-07-05T00:00:00+02:00;2025-08-29T00:00:00+02:00;Limoges;Zone A;2024-2025
Vacances d'Été;Enseignants;2025-07-05T00:00:00+02:00;2025-08-29T00:00:00+02:00;Aix-Marseille;Zone B;2024-2025
Vacances d'Été;Enseignants;2025-07-05T00:00:00+02:00;2025-08-29T00:00:00+02:00;Lille;Zone B;2024-2025
Vacances d'Été;Élèves;2025-07-05T00:00:00+02:00;2025-09-01T00:00:00+02:00;Bordeaux;Zone A;2024-2025
Vacances d'Été;Élèves;2025-07-05T00:00:00+02:00;2025-09-01T00:00:00+02:00;Grenoble;Zone A;2024-2025
Vacances d'Été;Élèves;2025-07-05T00:00:00+02:00;2025-09-01T00:00:00+02:00;Limoges;Zone A;2024-2025
Vacances d'Été;Élèves;2025-07-05T00:00:00+02:00;2025-09-01T00:00:00+02:00;Aix-Marseille;Zone B;2024-2025
Vacances d'Été;Élèves;2025-07-05T00:00:00+02:00;2025-09-01T00:00:00+02:00;Reims;Zone B;2024-2025
Vacances d'Été;Élèves;2025-07-05T00:00:00+02:00;2025-09-01T00:00:00+02:00;Strasbourg;Zone B;2024-2025
Vacances d'Été;Élèves;2025-07-05T00:00:00+02:00;2025-09-01T00:00:00+02:00;Paris;Zone C;2024-2025
Vacances d'Été;Élèves;2025-07-05T00:00:00+02:00;2025-09-01T00:00:00+02:00;Toulouse;Zone C;2024-2025
Vacances de la Toussaint;-;2025-10-18T00:00:00+02:00;2025-11-03T00:00:00+01:00;Clermont-Ferrand;Zone A;2025-2026
Vacances de la Toussaint;-;2025-10-18T00:00:00+02:00;2025-11-03T00:00:00+01:00;Reims;Zone B;2025-2026
Vacances de la Toussaint;-;2025-10-18T00:00:00+02:00;2025-11-03T00:00:00+01:00;Versailles;Zone C;2025-2026
Vacances de Noël;-;2025-12-20T00:00:00+01:00;2026-01-05T00:00:00+01:00;Besançon;Zone A;2025-2026
Vacances de Noël;-;2025-12-20T00:00:00+01:00;2026-01-05T00:00:00+01:00;Bordeaux;Zone A;2025-2026
Vacances de Noël;-;2025-12-20T00:00:00+01:00;2026-01-05T00:00:00+01:00;Lyon;Zone A;2025-2026
Vacances de Noël;-;2025-12-20T00:00:00+01:00;2026-01-05T00:00:00+01:00;Nancy-Metz;Zone B;2025-2026
Vacances de Noël;-;2025-12-20T00:00:00+01:00;2026-01-05T00:00:00+01:00;Reims;Zone B;2025-2026
Vacances de Noël;-;2025-12-20T00:00:00+01:00;2026-01-05T00:00:00+01:00;Paris;Zone C;2025-2026
Vacances d'Hiver;-;2026-02-07T00:00:00+01:00;2026-02-23T00:00:00+01:00;Lyon;Zone A;2025-2026
Vacances d'Hiver;-;2026-02-14T00:00:00+01:00;2026-03-02T00:00:00+01:00;Nantes;Zone B;2025-2026
Vacances de Printemps;-;2026-04-04T00:00:00+02:00;2026-04-20T00:00:00+02:00;Lyon;Zone A;2025-2026
Vacances de Printemps;-;2026-04-11T00:00:00+02:00;2026-04-27T00:00:00+02:00;Lille;Zone B;2025-2026
Vacances de Printemps;-;2026-04-11T00:00:00+02:00;2026-04-27T00:00:00+02:00;Nancy-Metz;Zone B;2025-2026
Vacances de Printemps;-;2026-04-11T00:00:00+02:00;2026-04-27T00:00:00+02:00;Nantes;Zone B;2025-2026
Vacances de Printemps;-;2026-04-11T00:00:00+02:00;2026-04-27T00:00:00+02:00;Orléans-Tours;Zone B;2025-2026
Vacances de Printemps;-;2026-04-11T00:00:00+02:00;2026-04-27T00:00:00+02:00;Reims;Zone B;2025-2026
Vacances de Printemps;-;2026-04-18T00:00:00+02:00;2026-05-04T00:00:00+02:00;Montpellier;Zone C;2025-2026
Pont de l'Ascension;-;2026-05-15T00:00:00+02:00;2026-05-16T00:00:00+02:00;Besançon;Zone A;2025-2026
Pont de l'Ascension;-;2026-05-15T00:00:00+02:00;2026-05-16T00:00:00+02:00;Lille;Zone B;2025-2026
Pont de l'Ascension;-;2026-05-15T00:00:00+02:00;2026-05-16T00:00:00+02:00;Nantes;Zone B;2025-2026
Pont de l'Ascension;-;2026-05-15T00:00:00+02:00;2026-05-16T00:00:00+02:00;Nice;Zone B;2025-2026
Pont de l'Ascension;-;2026-05-15T00:00:00+02:00;2026-05-16T00:00:00+02:00;Normandie;Zone B;2025-2026
Pont de l'Ascension;-;2026-05-15T00:00:00+02:00;2026-05-16T00:00:00+02:00;Paris;Zone C;2025-2026
Pont de l'Ascension;-;2026-05-15T00:00:00+02:00;2026-05-16T00:00:00+02:00;Toulouse;Zone C;2025-2026
Début des Vacances d'Été;-;2026-07-04T00:00:00+02:00;2026-07-04T00:00:00+02:00;Clermont-Ferrand;Zone A;2025-2026
Début des Vacances d'Été;-;2026-07-04T00:00:00+02:00;2026-07-04T00:00:00+02:00;Lyon;Zone A;2025-2026
Début des Vacances d'Été;-;2026-07-04T00:00:00+02:00;2026-07-04T00:00:00+02:00;Nice;Zone B;2025-2026
Début des Vacances d'Été;-;2026-07-04T00:00:00+02:00;2026-07-04T00:00:00+02:00;Orléans-Tours;Zone B;2025-2026
Début des Vacances d'Été;-;2026-07-04T00:00:00+02:00;2026-07-04T00:00:00+02:00;Montpellier;Zone C;2025-2026
Vacances de la Toussaint;-;2009-10-26T00:00:00+01:00;2009-11-09T00:00:00+01:00;Corse;Corse;2009-2010
Vacances de la Toussaint;-;2011-10-24T00:00:00+02:00;2011-11-02T00:00:00+01:00;Corse;Corse;2011-2012
Vacances de Printemps;-;2013-04-15T00:00:00+02:00;2013-04-29T00:00:00+02:00;Corse;Corse;2012-2013
Vacances de la Toussaint;-;2013-10-21T00:00:00+02:00;2013-11-04T00:00:00+01:00;Corse;Corse;2013-2014
Vacances de Noël;-;2013-12-23T00:00:00+01:00;2014-01-06T00:00:00+01:00;Corse;Corse;2013-2014
Vacances d'Été;Enseignants;2014-07-10T00:00:00+02:00;2014-09-03T00:00:00+02:00;Corse;Corse;2013-2014
Vacances d'Été;Enseignants;2015-07-09T00:00:00+02:00;2015-09-02T00:00:00+02:00;Corse;Corse;2014-2015
Vacances de Noël;-;2015-12-20T00:00:00+01:00;2016-01-04T00:00:00+01:00;Corse;Corse;2015-2016
Vacances d'Hiver;-;2016-02-21T00:00:00+01:00;2016-03-07T00:00:00+01:00;Corse;Corse;2015-2016
Vacances d'Été;Enseignants;2016-07-07T00:00:00+02:00;2016-09-02T00:00:00+02:00;Corse;Corse;2015-2016
Vacances d'Été;Élèves;2016-07-07T00:00:00+02:00;2016-09-05T00:00:00+02:00;Corse;Corse;2015-2016
Vacances de Printemps;-;2017-04-16T00:00:00+02:00;2017-05-02T00:00:00+02:00;Corse;Corse;2016-2017
Vacances de Septembre;-;2017-09-16T00:00:00+02:00;2017-09-25T00:00:00+02:00;Polynésie;Polynésie;2017-2018
Vacances de la Toussaint;-;2017-10-21T00:00:00+02:00;2017-11-06T00:00:00+01:00;Bordeaux;Zone A;2017-2018
Vacances de la Toussaint;-;2017-10-21T00:00:00+02:00;2017-11-06T00:00:00+01:00;Dijon;Zone A;2017-2018
Vacances de la Toussaint;-;2017-10-21T00:00:00+02:00;2017-11-06T00:00:00+01:00;Reims;Zone B;2017-2018
Vacances de la Toussaint;-;2017-10-21T00:00:00+02:00;2017-11-06T00:00:00+01:00;Versailles;Zone C;2017-2018
Vacances de la Toussaint;-;2017-10-21T00:00:00+02:00;2017-11-06T00:00:00+01:00;Martinique;Martinique;2017-2018
Vacances de la Toussaint;-;2017-10-23T00:00:00+02:00;2017-11-06T00:00:00+01:00;Corse;Corse;2017-2018
Vacances de Noël;-;2017-12-23T00:00:00+01:00;2018-01-08T00:00:00+01:00;Bordeaux;Zone A;2017-2018
Vacances de Noël;-;2017-12-23T00:00:00+01:00;2018-01-08T00:00:00+01:00;Dijon;Zone A;2017-2018
Vacances de Noël;-;2017-12-23T00:00:00+01:00;2018-01-08T00:00:00+01:00;Aix-Marseille;Zone B;2017-2018
Vacances de Noël;-;2017-12-23T00:00:00+01:00;2018-01-08T00:00:00+01:00;Amiens;Zone B;2017-2018
Vacances de Noël;-;2017-12-23T00:00:00+01:00;2018-01-08T00:00:00+01:00;Lille;Zone B;2017-2018
Vacances de Noël;-;2017-12-23T00:00:00+01:00;2018-01-08T00:00:00+01:00;Nancy-Metz;Zone B;2017-2018
Vacances de Noël;-;2017-12-23T00:00:00+01:00;2018-01-08T00:00:00+01:00;Nice;Zone B;2017-2018
Vacances de Noël;-;2017-12-23T00:00:00+01:00;2018-01-08T00:00:00+01:00;Strasbourg;Zone B;2017-2018
Vacances de Noël;-;2017-12-23T00:00:00+01:00;2018-01-08T00:00:00+01:00;Saint Pierre et Miquelon;Saint Pierre et Miquelon;2017-2018
Vacances de Carnaval;-;2018-02-10T00:00:00+01:00;2018-02-26T00:00:00+01:00;Guyane;Guyane;2017-2018
Vacances de Février;-;2018-02-17T00:00:00+01:00;2018-02-26T00:00:00+01:00;Polynésie;Polynésie;2017-2018
Vacances d'Hiver;-;2018-02-24T00:00:00+01:00;2018-03-12T00:00:00+01:00;Aix-Marseille;Zone B;2017-2018
Vacances d'Hiver;-;2018-02-24T00:00:00+01:00;2018-03-12T00:00:00+01:00;Caen;Zone B;2017-2018
Vacances d'Hiver;-;2018-02-24T00:00:00+01:00;2018-03-12T00:00:00+01:00;Lille;Zone B;2017-2018
Vacances d'Hiver;-;2018-02-24T00:00:00+01:00;2018-03-12T00:00:00+01:00;Nancy-Metz;Zone B;2017-2018
Vacances de Printemps;-;2018-04-07T00:00:00+02:00;2018-04-23T00:00:00+02:00;Lyon;Zone A;2017-2018
Vacances 1ère période;-;2018-04-07T00:00:00+02:00;2018-04-15T00:00:00+02:00;Nouvelle Calédonie;Nouvelle Calédonie;2018
Vacances de Printemps;-;2018-04-21T00:00:00+02:00;2018-05-07T00:00:00+02:00;Orléans-Tours;Zone B;2017-2018
Vacances de Printemps;-;2018-04-21T00:00:00+02:00;2018-05-07T00:00:00+02:00;Reims;Zone B;2017-2018
Vacances de Printemps;-;2018-04-21T00:00:00+02:00;2018-05-07T00:00:00+02:00;Rennes;Zone B;2017-2018
Vacances de Printemps;-;2018-04-23T00:00:00+02:00;2018-05-07T00:00:00+02:00;Corse;Corse;2017-2018
Vacances après 4ème période;-;2018-05-05T00:00:00+02:00;2018-05-17T00:00:00+02:00;Réunion;Réunion;2017-2018
Vacances 2ème période;-;2018-06-09T00:00:00+02:00;2018-06-24T00:00:00+02:00;Nouvelle Calédonie;Nouvelle Calédonie;2018
Vacances d'Été;Élèves;2018-06-30T00:00:00+02:00;2018-09-07T00:00:00+02:00;Saint Pierre et Miquelon;Saint Pierre et Miquelon;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Besançon;Zone A;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Besançon;Zone A;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Clermont-Ferrand;Zone A;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Dijon;Zone A;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Lyon;Zone A;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Poitiers;Zone A;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Aix-Marseille;Zone B;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Caen;Zone B;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Lille;Zone B;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Nancy-Metz;Zone B;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Strasbourg;Zone B;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Montpellier;Zone C;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Martinique;Martinique;2017-2018
Vacances d'Été;Élèves du premier degré;2018-07-10T00:00:00+02:00;2018-09-05T00:00:00+02:00;Corse;Corse;2017-2018
Vacances de la Toussaint;-;2018-10-20T00:00:00+02:00;2018-11-05T00:00:00+01:00;Dijon;Zone A;2018-2019
Vacances de la Toussaint;-;2018-10-20T00:00:00+02:00;2018-11-05T00:00:00+01:00;Lyon;Zone A;2018-2019
Vacances de la Toussaint;-;2018-10-20T00:00:00+02:00;2018-11-05T00:00:00+01:00;Amiens;Zone B;2018-2019
Vacances de la Toussaint;-;2018-10-20T00:00:00+02:00;2018-11-05T00:00:00+01:00;Reims;Zone B;2018-2019
Vacances de la Toussaint;-;2018-10-20T00:00:00+02:00;2018-11-05T00:00:00+01:00;Strasbourg;Zone B;2018-2019
Vacances de la Toussaint;-;2018-10-20T00:00:00+02:00;2018-11-05T00:00:00+01:00;Créteil;Zone C;2018-2019
Vacances d'Été;Élèves;2018-12-15T00:00:00+01:00;2019-02-11T00:00:00+01:00;Wallis et Futuna;Wallis et Futuna;2018
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Caen;Zone B;2018-2019
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Nantes;Zone B;2018-2019
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Rennes;Zone B;2018-2019
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Versailles;Zone C;2018-2019
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Guyane;Guyane;2018-2019
Vacances d'Été austral;-;2018-12-22T00:00:00+01:00;2019-01-28T00:00:00+01:00;Réunion;Réunion;2018-2019
Vacances de Noël;-;2018-12-24T00:00:00+01:00;2019-01-07T00:00:00+01:00;Corse;Corse;2018-2019
Vacances d'Hiver;-;2019-02-09T00:00:00+01:00;2019-02-25T00:00:00+01:00;Lille;Zone B;2018-2019
Vacances d'Hiver;-;2019-02-09T00:00:00+01:00;2019-02-25T00:00:00+01:00;Nancy-Metz;Zone B;2018-2019
Vacances d'Hiver;-;2019-02-09T00:00:00+01:00;2019-02-25T00:00:00+01:00;Rouen;Zone B;2018-2019
Vacances d'Hiver;-;2019-02-16T00:00:00+01:00;2019-03-04T00:00:00+01:00;Grenoble;Zone A;2018-2019
Vacances après 3ème période;-;2019-03-09T00:00:00+01:00;2019-03-25T00:00:00+01:00;Réunion;Réunion;2018-2019
Vacances de Printemps;-;2019-04-06T00:00:00+02:00;2019-04-23T00:00:00+02:00;Nancy-Metz;Zone B;2018-2019
Vacances de Pâques;-;2019-04-06T00:00:00+02:00;2019-04-22T00:00:00+02:00;Polynésie;Polynésie;2018-2019
Vacances de Printemps;-;2019-04-20T00:00:00+02:00;2019-05-06T00:00:00+02:00;Paris;Zone C;2018-2019
Vacances de Printemps;-;2019-04-20T00:00:00+02:00;2019-05-06T00:00:00+02:00;Toulouse;Zone C;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Grenoble;Zone A;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Poitiers;Zone A;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Lille;Zone B;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Nantes;Zone B;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Montpellier;Zone C;2018-2019
Pont de l'Ascension;-;2019-05-31T00:00:00+02:00;2019-06-03T00:00:00+02:00;Guyane;Guyane;2018-2019
Vacances 2ème période;-;2019-06-08T00:00:00+02:00;2019-06-23T00:00:00+02:00;Nouvelle Calédonie;Nouvelle Calédonie;2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Clermont-Ferrand;Zone A;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Dijon;Zone A;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Grenoble;Zone A;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Lille;Zone B;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Nantes;Zone B;2018-2019
Vacances d'Été;Enseignants;2019-07-06T00:00:00+02:00;2019-08-30T00:00:00+02:00;Nantes;Zone B;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Rouen;Zone B;2018-2019
Vacances d'Été;Enseignants;2019-07-06T00:00:00+02:00;2019-08-30T00:00:00+02:00;Strasbourg;Zone B;2018-2019
Vacances d'Été;Enseignants;2019-07-06T00:00:00+02:00;2019-08-30T00:00:00+02:00;Montpellier;Zone C;2018-2019
Vacances d'Été;Enseignants;2019-07-06T00:00:00+02:00;2019-08-30T00:00:00+02:00;Guadeloupe;Guadeloupe;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Guadeloupe;Guadeloupe;2018-2019
Vacances d'Hiver austral;Élèves;2019-07-06T00:00:00+02:00;2019-08-16T00:00:00+02:00;Réunion;Réunion;2018-2019
Vacances de la Toussaint;-;2019-10-12T00:00:00+02:00;2019-10-28T00:00:00+01:00;Mayotte;Mayotte;2019-2020
Vacances 4ème période;-;2019-10-12T00:00:00+02:00;2019-10-27T00:00:00+02:00;Nouvelle Calédonie;Nouvelle Calédonie;2019
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Besançon;Zone A;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Clermont-Ferrand;Zone A;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Dijon;Zone A;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Caen;Zone B;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Nancy-Metz;Zone B;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Toulouse;Zone C;2019-2020
Vacances de Novembre;-;2019-10-26T00:00:00+02:00;2019-11-12T00:00:00+01:00;Polynésie;Polynésie;2019-2020
Vacances d'Été;Élèves;2019-12-14T00:00:00+01:00;2020-02-14T00:00:00+01:00;Nouvelle Calédonie;Nouvelle Calédonie;2019
Vacances d'Été austral;-;2019-12-19T00:00:00+01:00;2020-01-27T00:00:00+01:00;Réunion;Réunion;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Caen;Zone B;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Rouen;Zone B;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Guadeloupe;Guadeloupe;2019-2020
Vacances d'Hiver;-;2020-02-08T00:00:00+01:00;2020-02-24T00:00:00+01:00;Paris;Zone C;2019-2020
Vacances d'Hiver;-;2020-02-08T00:00:00+01:00;2020-02-24T00:00:00+01:00;Versailles;Zone C;2019-2020
Vacances d'Hiver;-;2020-02-15T00:00:00+01:00;2020-03-02T00:00:00+01:00;Normandie;Zone B;2019-2020
Vacances d'Hiver;-;2020-02-22T00:00:00+01:00;2020-03-09T00:00:00+01:00;Bordeaux;Zone A;2019-2020
Vacances d'Hiver;-;2020-02-22T00:00:00+01:00;2020-03-09T00:00:00+01:00;Limoges;Zone A;2019-2020
Vacances de Carnaval;-;2020-02-29T00:00:00+01:00;2020-03-16T00:00:00+01:00;Mayotte;Mayotte;2019-2020
Vacances de Pâques;-;2020-03-28T00:00:00+01:00;2020-04-14T00:00:00+02:00;Polynésie;Polynésie;2019-2020
Vacances 1ère période;-;2020-03-28T00:00:00+01:00;2020-04-13T00:00:00+02:00;Wallis et Futuna;Wallis et Futuna;2020
Vacances de Printemps;-;2020-04-04T00:00:00+02:00;2020-04-20T00:00:00+02:00;Créteil;Zone C;2019-2020
Vacances 1ère période;-;2020-04-04T00:00:00+02:00;2020-04-19T00:00:00+02:00;Nouvelle Calédonie;Nouvelle Calédonie;2020
Vacances de Printemps;-;2020-04-08T00:00:00+02:00;2020-04-23T00:00:00+02:00;Guadeloupe;Guadeloupe;2019-2020
Vacances de Printemps;-;2020-04-11T00:00:00+02:00;2020-04-27T00:00:00+02:00;Amiens;Zone B;2019-2020
Vacances de Printemps;-;2020-04-11T00:00:00+02:00;2020-04-27T00:00:00+02:00;Nantes;Zone B;2019-2020
Vacances de Printemps;-;2020-04-11T00:00:00+02:00;2020-04-27T00:00:00+02:00;Reims;Zone B;2019-2020
Vacances de Printemps;-;2020-04-17T00:00:00+02:00;2020-05-04T00:00:00+02:00;Saint Pierre et Miquelon;Saint Pierre et Miquelon;2019-2020
Vacances de Printemps;-;2020-04-18T00:00:00+02:00;2020-05-04T00:00:00+02:00;Besançon;Zone A;2019-2020
Vacances de Printemps;-;2020-04-18T00:00:00+02:00;2020-05-04T00:00:00+02:00;Clermont-Ferrand;Zone A;2019-2020
Vacances de Printemps;-;2020-04-18T00:00:00+02:00;2020-05-04T00:00:00+02:00;Limoges;Zone A;2019-2020
Vacances après 4ème période;-;2020-04-30T00:00:00+02:00;2020-05-14T00:00:00+02:00;Réunion;Réunion;2019-2020
Vacances de Mai;-;2020-05-16T00:00:00+02:00;2020-05-25T00:00:00+02:00;Polynésie;Polynésie;2019-2020
Pont de l'Ascension;-;2020-05-20T00:00:00+02:00;2020-05-25T00:00:00+02:00;Clermont-Ferrand;Zone A;2019-2020
Pont de l'Ascension;-;2020-05-20T00:00:00+02:00;2020-05-25T00:00:00+02:00;Limoges;Zone A;2019-2020
Pont de l'Ascension;-;2020-05-20T00:00:00+02:00;2020-05-25T00:00:00+02:00;Normandie;Zone B;2019-2020
Pont de l'Ascension;-;2020-05-20T00:00:00+02:00;2020-05-25T00:00:00+02:00;Strasbourg;Zone B;2019-2020
Pont de l'Ascension;-;2020-05-20T00:00:00+02:00;2020-05-25T00:00:00+02:00;Versailles;Zone C;2019-2020
Abolition de l’esclavage;Saint-Martin;2020-05-27T00:00:00+02:00;2020-05-28T00:00:00+02:00;Guadeloupe;Guadeloupe;2019-2020
Vacances 2ème période;-;2020-06-06T00:00:00+02:00;2020-06-22T00:00:00+02:00;Wallis et Futuna;Wallis et Futuna;2020
Grandes Vacances;Enseignants du premier degré;2020-07-02T00:00:00+02:00;2020-08-10T00:00:00+02:00;Polynésie;Polynésie;2019-2020
Vacances d'Été;-;2020-07-04T00:00:00+02:00;2020-09-01T00:00:00+02:00;Besançon;Zone A;2019-2020
Vacances d'Été;-;2020-07-04T00:00:00+02:00;2020-09-01T00:00:00+02:00;Dijon;Zone A;2019-2020
Vacances d'Été;-;2020-07-04T00:00:00+02:00;2020-09-01T00:00:00+02:00;Limoges;Zone A;2019-2020
Vacances d'Été;-;2020-07-04T00:00:00+02:00;2020-09-01T00:00:00+02:00;Aix-Marseille;Zone B;2019-2020
Vacances d'Été;Élèves;2020-07-04T00:00:00+02:00;2020-09-01T00:00:00+02:00;Guyane;Guyane;2019-2020
Vacances 4ème période;-;2020-10-10T00:00:00+02:00;2020-10-26T00:00:00+01:00;Wallis et Futuna;Wallis et Futuna;2020
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Besançon;Zone A;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Dijon;Zone A;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Grenoble;Zone A;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Poitiers;Zone A;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Aix-Marseille;Zone B;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Nice;Zone B;2020-2021
Vacances de Novembre;-;2020-10-24T00:00:00+02:00;2020-11-09T00:00:00+01:00;Polynésie;Polynésie;2020-2021
Vacances de Noël;-;2020-12-12T00:00:00+01:00;2021-01-11T00:00:00+01:00;Polynésie;Polynésie;2020-2021
Vacances de Noël;-;2020-12-19T00:00:00+01:00;2021-01-04T00:00:00+01:00;Clermont-Ferrand;Zone A;2020-2021
Vacances de Noël;-;2020-12-19T00:00:00+01:00;2021-01-04T00:00:00+01:00;Grenoble;Zone A;2020-2021
